,Unnamed: 0,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3,tags,verbs
130,130,Hoofdstuk2,Paragraaf3,Artikel2.20,Lid1,,,"Indien voor een dienstonderdeel van een ministerie een afwijkend beheer wenselijk is, kan Onze Minister die het aangaat met inachtneming van de regels, bedoeld in , besluiten een dienstonderdeel als baten-lastenagentschap of als verplichtingen-kasagentschap aan te wijzen.artikel 4.20, tweede lid, aanhef en onder g",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.20&lid=1&z=2020-01-01&g=2020-01-01,"[['NP', ('Indien', 'PRP')], ['PP', ('voor', 'IN')], ['NP', ('een', 'DT'), ('dienstonderdeel', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('ministerie', 'NN')], ['NP', ('een', 'DT'), ('afwijkend', 'JJ'), ('beheer', 'NN')], ['ADJP', ('wenselijk', 'JJ')], ['VP', ('is', 'MD')], ['VP', ('kan', 'MD')], ['NP', ('Onze', 'PRP'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['PP', ('met', 'IN')], ['NP', ('inachtneming', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('regels', 'NNS')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['VP', ('besluiten', 'VBP')], ['NP', ('een', 'DT'), ('dienstonderdeel', 'NN'), ('als', 'PRP'), ('baten-lastenagentschap', 'NN')], ['NP', ('als', 'PRP'), ('verplichtingen-kasagentschap', 'NN')], ['NP', ('wijzen.artikel', 'NNP')], ['NP', ('tweede', 'CD'), ('lid', 'NN')], ['NP', ('aanhef', 'NN')], ['NP', ('g', 'NN')]]","{'aangaan': 'aangaat', 'bedoelen': 'bedoeld', 'besluiten': 'besluiten'}"
131,131,Hoofdstuk2,Paragraaf3,Artikel2.20,Lid2,,,"Een dergelijk besluit wordt genomen, indien:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.20&lid=2&z=2020-01-01&g=2020-01-01,"[['NP', ('Een', 'DT'), ('dergelijk', 'PRP'), ('besluit', 'NN')], ['VP', ('wordt', 'MD'), ('genomen', 'VBN')]]",{'nemen': 'genomen'}
132,132,Hoofdstuk2,Paragraaf3,Artikel2.20,Lid2,Onderdeela,,Onze Minister die het aangaat van oordeel is dat het aanwijzen een doelmatige taakuitvoering bevordert;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.20&lid=2&o=a&z=2020-01-01&g=2020-01-01,"[['NP', ('Onze', 'PRP$'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['PP', ('van', 'IN')], ['NP', ('oordeel', 'NN')], ['VP', ('is', 'MD')], ['VP', ('aanwijzen', 'VB')], ['NP', ('een', 'DT'), ('doelmatige', 'JJ'), ('taakuitvoering', 'NN'), ('bevordert', 'NN')]]","{'aangaan': 'aangaat', 'aanwijzen': 'aanwijzen'}"
133,133,Hoofdstuk2,Paragraaf3,Artikel2.20,Lid2,Onderdeelb,,Onze Minister van Financin met het besluit instemt.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.20&lid=2&o=b&z=2020-01-01&g=2020-01-01,"[['NP', ('Onze', 'PRP$'), ('Minister', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('Financin', 'NNP')], ['PP', ('met', 'IN')], ['NP', ('het', 'DT'), ('besluit', 'NN')], ['VP', ('instemt', 'VBZ')]]",{'instemmen': 'instemt'}
134,134,Hoofdstuk2,Paragraaf3,Artikel2.20,Lid3,,,Een dergelijk besluit wordt niet eerder genomen dan 30 dagen nadat het voornemen daartoe schriftelijk ter kennis is gebracht van de Tweede Kamer der Staten-Generaal.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.20&lid=3&z=2020-01-01&g=2020-01-01,"[['NP', ('Een', 'DT'), ('dergelijk', 'PRP'), ('besluit', 'NN')], ['VP', ('wordt', 'MD')], ['ADJP', ('niet', 'RB'), ('eerder', 'JJR')], ['VP', ('genomen', 'VBN')], ['NP', ('30', 'CD'), ('dagen', 'NNS')], ['NP', ('het', 'DT'), ('voornemen', 'NN')], ['ADJP', ('daartoe', 'RB'), ('schriftelijk', 'JJ')], ['PP', ('ter', 'IN')], ['NP', ('kennis', 'NN')], ['VP', ('is', 'MD'), ('gebracht', 'VBN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Tweede', 'NNP'), ('Kamer', 'NNP'), ('der', 'NNP'), ('Staten-Generaal', 'NNP')]]","{'nemen': 'genomen', 'brengen': 'gebracht'}"
135,135,Hoofdstuk2,Paragraaf3,Artikel2.20,Lid4,,,"Indien binnen de in het derde lid genoemde termijn van 30 dagen ten minste een vijfde van het grondwettelijk aantal leden van de Tweede Kamer der Staten-Generaal nadere inlichtingen vraagt, wordt het besluit niet genomen dan 14 dagen nadat de inlichtingen zijn verstrekt.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.20&lid=4&z=2020-01-01&g=2020-01-01,"[['NP', ('Indien', 'PRP')], ['ADVP', ('binnen', 'RB')], ['PP', ('in', 'IN')], ['ADJP', ('lid', 'JJ')], ['VP', ('genoemde', 'VBN')], ['NP', ('termijn', 'NN')], ['PP', ('van', 'IN')], ['NP', ('30', 'CD'), ('dagen', 'NNS')], ['PP', ('ten', 'IN')], ['NP', ('minste', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('grondwettelijk', 'JJ'), ('aantal', 'NN'), ('leden', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('Tweede', 'NNP'), ('Kamer', 'NNP'), ('der', 'NNP'), ('Staten-Generaal', 'NNP')], ['NP', ('nadere', 'JJR'), ('inlichtingen', 'NNS')], ['VP', ('vraagt', 'VBP')], ['VP', ('wordt', 'MD')], ['NP', ('het', 'PRP'), ('besluit', 'NN')], ['VP', ('niet', 'RB'), ('genomen', 'VBN')], ['ADVP', ('dan', 'RB')], ['NP', ('14', 'CD'), ('dagen', 'NNS')], ['NP', ('de', 'DT'), ('inlichtingen', 'NNS')], ['VP', ('zijn', 'MD')], ['ADJP', ('verstrekt', 'JJ')]]","{'genoemen': 'genoemde', 'vragen': 'vraagt', 'nemen': 'genomen'}"
136,136,Hoofdstuk2,Paragraaf3,Artikel2.20,Lid5,,,Het derde en vierde lid zijn niet van toepassing op het intrekken van een eerder genomen besluit tot het aanwijzen van een dienstonderdeel als baten-lastenagentschap of verplichtingen-kasagentschap.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.20&lid=5&z=2020-01-01&g=2020-01-01,"[['NP', ('Het', 'PRP'), ('derde', 'CD'), ('en', 'CC'), ('vierde', 'CD'), ('lid', 'NN'), ('zijn', 'PRP')], ['ADVP', ('niet', 'RB')], ['PP', ('van', 'IN')], ['NP', ('toepassing', 'NN')], ['PP', ('op', 'IN')], ['VP', ('intrekken', 'VB')], ['PP', ('van', 'IN')], ['ADJP', ('eerder', 'JJR')], ['VP', ('genomen', 'VBN')], ['NP', ('besluit', 'NN')], ['PP', ('tot', 'IN')], ['VP', ('aanwijzen', 'VB')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('dienstonderdeel', 'NN'), ('als', 'PRP'), ('baten-lastenagentschap', 'NN')], ['NP', ('verplichtingen-kasagentschap', 'NN')]]","{'intrekken': 'intrekken', 'nemen': 'genomen', 'aanwijzen': 'aanwijzen'}"
137,137,Hoofdstuk2,Paragraaf3,Artikel2.20,Lid6,,,"Een dienstonderdeel van een ministerie dat krachtens het eerste lid, als baten-lastenagentschap is aangewezen, past als begrotingsstelsel het baten-lastenstelsel toe.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.20&lid=6&z=2020-01-01&g=2020-01-01,"[['NP', ('Een', 'DT'), ('dienstonderdeel', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('ministerie', 'NN'), ('dat', 'PRP')], ['PP', ('krachtens', 'IN')], ['NP', ('het', 'DT'), ('eerste', 'CD'), ('lid', 'NN')], ['NP', ('als', 'PRP'), ('baten-lastenagentschap', 'NN')], ['VP', ('is', 'MD'), ('aangewezen', 'VBN')], ['VP', ('past', 'VBZ')], ['NP', ('als', 'PRP'), ('begrotingsstelsel', 'NN'), ('het', 'DT'), ('baten-lastenstelsel', 'NN')], ['PP', ('toe', 'IN')]]","{'aanwijzen': 'aangewezen', 'passen': 'past'}"
138,138,Hoofdstuk2,Paragraaf3,Artikel2.20,Lid7,,,"Een dienstonderdeel van een ministerie dat krachtens het eerste lid als verplichtingen-kasagentschap is aangewezen, past als begrotingsstelsel het verplichtingen-kasstelsel toe.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.20&lid=7&z=2020-01-01&g=2020-01-01,"[['NP', ('Een', 'DT'), ('dienstonderdeel', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('ministerie', 'NN'), ('dat', 'PRP')], ['PP', ('krachtens', 'IN')], ['NP', ('het', 'DT'), ('eerste', 'CD'), ('lid', 'NN'), ('als', 'PRP'), ('verplichtingen-kasagentschap', 'NN')], ['VP', ('is', 'MD'), ('aangewezen', 'VBN')], ['VP', ('past', 'VBZ')], ['NP', ('als', 'PRP'), ('begrotingsstelsel', 'NN'), ('het', 'DT'), ('verplichtingen-kasstelsel', 'NN')], ['PP', ('toe', 'IN')]]","{'aanwijzen': 'aangewezen', 'passen': 'past'}"
139,139,Hoofdstuk2,Paragraaf3,Artikel2.20,Lid8,,,"Een dienstonderdeel van een ministerie dat krachtens het eerste lid als verplichtingen-kasagentschap is aangewezen, kan een kasreserve aanhouden.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.20&lid=8&z=2020-01-01&g=2020-01-01,"[['NP', ('Een', 'DT'), ('dienstonderdeel', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('ministerie', 'NN'), ('dat', 'PRP')], ['PP', ('krachtens', 'IN')], ['NP', ('het', 'DT'), ('eerste', 'CD'), ('lid', 'NN'), ('als', 'PRP'), ('verplichtingen-kasagentschap', 'NN')], ['VP', ('is', 'MD'), ('aangewezen', 'VBN')], ['VP', ('kan', 'MD')], ['ADJP', ('kasreserve', 'JJ')], ['VP', ('aanhouden', 'VB')]]","{'aanwijzen': 'aangewezen', 'aanhouden': 'aanhouden'}"
140,140,Hoofdstuk2,Paragraaf3,Artikel2.21,Lid1,,,"Een dienstonderdeel van een ministerie dat niet krachtens  als agentschap is aangewezen, kan in overeenstemming met Onze Minister van Financin ten laste van een begrotingsartikel een begrotingsreserve aanhouden.artikel 2.20",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.21&lid=1&z=2020-01-01&g=2020-01-01,"[['NP', ('Een', 'DT'), ('dienstonderdeel', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('ministerie', 'NN'), ('dat', 'PRP')], ['ADVP', ('niet', 'RB')], ['NP', ('als', 'PRP'), ('agentschap', 'NN')], ['VP', ('is', 'MD'), ('aangewezen', 'VBN')], ['VP', ('kan', 'MD')], ['PP', ('in', 'IN')], ['NP', ('overeenstemming', 'NN')], ['PP', ('met', 'IN')], ['NP', ('Onze', 'PRP$'), ('Minister', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('Financin', 'NNP')], ['PP', ('ten', 'IN')], ['NP', ('laste', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('begrotingsartikel', 'NN')], ['NP', ('een', 'DT'), ('begrotingsreserve', 'JJ'), ('aanhouden.artikel', 'NNP')]]",{'aanwijzen': 'aangewezen'}
141,141,Hoofdstuk2,Paragraaf3,Artikel2.21,Lid2,,,De toelichting van het begrotingsartikel ten laste waarvan een begrotingsreserve wordt aangehouden bevat:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.21&lid=2&z=2020-01-01&g=2020-01-01,"[['NP', ('De', 'DT'), ('toelichting', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('begrotingsartikel', 'NN')], ['PP', ('ten', 'IN')], ['NP', ('laste', 'NN')], ['ADVP', ('waarvan', 'RB')], ['ADJP', ('begrotingsreserve', 'JJ')], ['VP', ('wordt', 'MD'), ('aangehouden', 'VBN'), ('bevat', 'VBZ')]]","{'aanhouden': 'aangehouden', 'bevatten': 'bevat'}"
142,142,Hoofdstuk2,Paragraaf3,Artikel2.21,Lid2,Onderdeela,,de motieven voor het aanhouden van de begrotingsreserve;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.21&lid=2&o=a&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('motieven', 'NNS')], ['PP', ('voor', 'IN')], ['VP', ('aanhouden', 'VB')], ['PP', ('van', 'IN')], ['ADJP', ('begrotingsreserve', 'JJ')]]",{'aanhouden': 'aanhouden'}
143,143,Hoofdstuk2,Paragraaf3,Artikel2.21,Lid2,Onderdeelb,,de verwachte omvang van de begrotingsreserve aan het begin van het begrotingsjaar;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.21&lid=2&o=b&z=2020-01-01&g=2020-01-01,"[['VP', ('verwachte', 'VBN')], ['NP', ('omvang', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('begrotingsreserve', 'NN')], ['PP', ('aan', 'IN')], ['NP', ('het', 'DT'), ('begin', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('begrotingsjaar', 'NN')]]",{'verwachen': 'verwachte'}
144,144,Hoofdstuk2,Paragraaf3,Artikel2.21,Lid2,Onderdeelc,,"indien mogelijk, de in het begrotingsjaar verwachte toevoeging en onttrekking aan de reserve.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.21&lid=2&o=c&z=2020-01-01&g=2020-01-01,"[['ADJP', ('mogelijk', 'JJ')], ['PP', ('in', 'IN')], ['ADJP', ('begrotingsjaar', 'JJ')], ['VP', ('verwachte', 'VBN')], ['NP', ('toevoeging', 'NN'), ('en', 'CC'), ('onttrekking', 'NN')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('reserve', 'NN')]]",{'verwachen': 'verwachte'}
145,145,Hoofdstuk2,Paragraaf4,Artikel2.22,,,,"Onze Minister van Financin en Onze Minister die het mede aangaat bieden het stabiliteitsprogramma, onderscheidenlijk het nationaal hervormingsprogramma, jaarlijks aan de Kamers der Staten-Generaal aan.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=4&artikel=2.22&z=2020-01-01&g=2020-01-01,"[['NP', ('Onze', 'PRP$'), ('Minister', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('Financin', 'NNP'), ('en', 'CC'), ('Onze', 'PRP$'), ('Minister', 'NNP'), ('die', 'PRP'), ('het', 'PRP')], ['VP', ('mede', 'RB'), ('aangaat', 'VBZ'), ('bieden', 'VB')], ['NP', ('het', 'DT'), ('stabiliteitsprogramma', 'NN')], ['ADJP', ('onderscheidenlijk', 'JJ')], ['NP', ('het', 'DT'), ('nationaal', 'NN'), ('hervormingsprogramma', 'NN')], ['ADJP', ('jaarlijks', 'JJ')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('Kamers', 'NNP')], ['NP', ('der', 'DT'), ('Staten-Generaal', 'NNP')]]","{'aangaan': 'aangaat', 'bieden': 'bieden'}"
146,146,Hoofdstuk2,Paragraaf4,Artikel2.23,Lid1,,,Wij dienen de voorstellen van wet tot vaststelling van de begrotingsstaten op de derde dinsdag van september van het jaar voorafgaande aan het begrotingsjaar bij de Tweede Kamer der Staten-Generaal in.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=4&artikel=2.23&lid=1&z=2020-01-01&g=2020-01-01,"[['NP', ('Wij', 'PRP')], ['VP', ('dienen', 'MD')], ['VP', ('voorstellen', 'VB')], ['PP', ('van', 'IN')], ['NP', ('wet', 'NN')], ['PP', ('tot', 'IN')], ['NP', ('vaststelling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('begrotingsstaten', 'NNS')], ['PP', ('op', 'IN')], ['NP', ('de', 'DT'), ('derde', 'CD'), ('dinsdag', 'NNP'), ('van', 'NNP'), ('september', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('jaar', 'NN')], ['VP', ('voorafgaande', 'VBG')], ['PP', ('aan', 'IN')], ['NP', ('het', 'DT'), ('begrotingsjaar', 'NN')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('Tweede', 'NNP'), ('Kamer', 'NNP'), ('der', 'NNP'), ('Staten-Generaal', 'NNP')]]","{'voorstellen': 'voorstellen', 'voorafganen': 'voorafgaande'}"
147,147,Hoofdstuk2,Paragraaf4,Artikel2.23,Lid2,,,In afwijking van het eerste lid kunnen Wij Onze Minister van Financin machtigen de voorstellen van wet tot vaststelling van de begrotingsstaten bij de Tweede Kamer der Staten-Generaal in te dienen.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=4&artikel=2.23&lid=2&z=2020-01-01&g=2020-01-01,"[['PP', ('In', 'IN')], ['NP', ('afwijking', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('eerste', 'CD'), ('lid', 'NN')], ['VP', ('kunnen', 'MD')], ['NP', ('Wij', 'PRP'), ('Onze', 'PRP$'), ('Minister', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('Financin', 'NNP')], ['ADJP', ('machtigen', 'JJ')], ['VP', ('voorstellen', 'VB')], ['PP', ('van', 'IN')], ['NP', ('wet', 'NN')], ['PP', ('tot', 'IN')], ['NP', ('vaststelling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('begrotingsstaten', 'NNS')], ['PP', ('bij', 'IN')], ['NP', ('de', 'DT'), ('Tweede', 'NNP'), ('Kamer', 'NNP'), ('der', 'NNP'), ('Staten-Generaal', 'NNP')], ['VP', ('dienen', 'MD')]]",{'voorstellen': 'voorstellen'}
148,148,Hoofdstuk2,Paragraaf4,Artikel2.23,Lid3,,,Onze Minister van Financin biedt op de dag van de indiening van de voorstellen van wet tot vaststelling van de begrotingsstaten de Miljoenennota aan de Staten-Generaal aan.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=4&artikel=2.23&lid=3&z=2020-01-01&g=2020-01-01,"[['NP', ('Onze', 'PRP$'), ('Minister', 'NNP')], ['PP', ('van', 'IN')], ['NP', ('Financin', 'NNP')], ['VP', ('biedt', 'VBZ')], ['PP', ('op', 'IN')], ['NP', ('de', 'DT'), ('dag', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('indiening', 'NN')], ['PP', ('van', 'IN')], ['VP', ('voorstellen', 'VB')], ['PP', ('van', 'IN')], ['NP', ('wet', 'NN')], ['PP', ('tot', 'IN')], ['NP', ('vaststelling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('begrotingsstaten', 'NNS')], ['NP', ('de', 'DT'), ('Miljoenennota', 'NNP')], ['PP', ('aan', 'IN')], ['NP', ('de', 'DT'), ('Staten-Generaal', 'NNP')]]","{'bieden': 'biedt', 'voorstellen': 'voorstellen'}"
149,149,Hoofdstuk2,Paragraaf4,Artikel2.23,Lid4,,,De Miljoenennota bevat in elk geval:,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=4&artikel=2.23&lid=4&z=2020-01-01&g=2020-01-01,"[['NP', ('De', 'DT'), ('Miljoenennota', 'NNP')], ['VP', ('bevat', 'VBZ')], ['PP', ('in', 'IN')], ['NP', ('elk', 'PRP'), ('geval', 'NN')]]",{'bevatten': 'bevat'}
150,150,Hoofdstuk2,Paragraaf4,Artikel2.23,Lid4,Onderdeela,,het budgettaire totaalbeeld voor het betrokken begrotingsjaar en de vier daaropvolgende jaren van de rijksbegroting en de niet tot de rijksbegroting behorende budgetdisciplinesectoren;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=4&artikel=2.23&lid=4&o=a&z=2020-01-01&g=2020-01-01,"[['NP', ('het', 'DT'), ('budgettaire', 'JJ'), ('totaalbeeld', 'NN')], ['PP', ('voor', 'IN')], ['VP', ('betrokken', 'VBN')], ['NP', ('begrotingsjaar', 'NN'), ('en', 'CC'), ('de', 'DT'), ('vier', 'CD'), ('daaropvolgende', 'JJ'), ('jaren', 'NNS')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('rijksbegroting', 'NN')], ['NP', ('de', 'DT'), ('niet', 'NN')], ['PP', ('tot', 'IN')], ['NP', ('de', 'DT'), ('rijksbegroting', 'NN')], ['VP', ('behorende', 'VBG')], ['NP', ('budgetdisciplinesectoren', 'NNS')]]","{'betrekken': 'betrokken', 'behorennen': 'behorende'}"
151,151,Hoofdstuk2,Paragraaf4,Artikel2.23,Lid4,Onderdeelb,,de budgettaire beschouwingen over het voorgenomen beleid voor de collectieve sector;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=4&artikel=2.23&lid=4&o=b&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('budgettaire', 'JJ'), ('beschouwingen', 'NNS')], ['PP', ('over', 'IN')], ['NP', ('het', 'DT'), ('voorgenomen', 'NN'), ('beleid', 'NN')], ['PP', ('voor', 'IN')], ['NP', ('de', 'DT'), ('collectieve', 'JJ'), ('sector', 'NN')]]",{}
152,152,Hoofdstuk2,Paragraaf4,Artikel2.23,Lid4,Onderdeelc,,een overzicht van de uitgaven en de ontvangsten in de begrotingen voor het begrotingsjaar en de vier daarop aansluitende jaren.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=4&artikel=2.23&lid=4&o=c&z=2020-01-01&g=2020-01-01,"[['NP', ('een', 'DT'), ('overzicht', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('uitgaven', 'NNS')], ['NP', ('de', 'DT'), ('ontvangsten', 'NNS')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('begrotingen', 'NNS')], ['PP', ('voor', 'IN')], ['NP', ('het', 'DT'), ('begrotingsjaar', 'NN')], ['VP', ('daarop', 'RB'), ('aansluitende', 'VBG')], ['NP', ('jaren', 'NNS')]]",{'aansluitennen': 'aansluitende'}
153,153,Hoofdstuk2,Paragraaf4,Artikel2.24,,,,De voorstellen van wet tot vaststelling van de begrotingsstaten voorzien in een bepaling die de inwerkingtreding regelt. Deze bepaling bepaalt de inwerkingtreding op 1januari van het jaar waarop de begrotingsstaten betrekking hebben.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=4&artikel=2.24&z=2020-01-01&g=2020-01-01,"[['VP', ('voorstellen', 'VBP')], ['PP', ('van', 'IN')], ['NP', ('wet', 'NN')], ['PP', ('tot', 'IN')], ['NP', ('vaststelling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('begrotingsstaten', 'NNS')], ['VP', ('voorzien', 'VB')], ['PP', ('in', 'IN')], ['NP', ('een', 'DT'), ('bepaling', 'NN'), ('die', 'PRP')], ['NP', ('de', 'DT'), ('inwerkingtreding', 'NN')], ['VP', ('regelt', 'VBZ')], ['NP', ('Deze', 'PRP'), ('bepaling', 'NN')], ['VP', ('bepaalt', 'VBZ')], ['NP', ('de', 'DT'), ('inwerkingtreding', 'NN')], ['PP', ('op', 'IN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('jaar', 'NN')], ['ADVP', ('waarop', 'RB')], ['NP', ('de', 'DT'), ('begrotingsstaten', 'NNS'), ('betrekking', 'NN')], ['VP', ('hebben', 'MD')]]","{'voorstellen': 'voorstellen', 'voorzien': 'voorzien', 'regelen': 'regelt', 'bepalen': 'bepaalt'}"
154,154,Hoofdstuk2,Paragraaf4,Artikel2.25,Lid1,,,"Zolang een voorstel van wet tot vaststelling van een begrotingsstaat niet tot wet is verheven en in werking is getreden, wordt lopend beleid dat ten grondslag ligt aan die begrotingsstaat met terughoudendheid in uitvoering genomen.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=4&artikel=2.25&lid=1&z=2020-01-01&g=2020-01-01,"[['NP', ('een', 'DT'), ('voorstel', 'NN')], ['PP', ('van', 'IN')], ['NP', ('wet', 'NN')], ['PP', ('tot', 'IN')], ['NP', ('vaststelling', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('begrotingsstaat', 'NN')], ['ADVP', ('niet', 'RB')], ['PP', ('tot', 'IN')], ['NP', ('wet', 'NN')], ['VP', ('is', 'MD'), ('verheven', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('werking', 'NN')], ['VP', ('is', 'MD'), ('getreden', 'VBN')], ['VP', ('wordt', 'MD'), ('lopend', 'VBG')], ['NP', ('beleid', 'NN'), ('dat', 'PRP')], ['PP', ('ten', 'IN')], ['NP', ('grondslag', 'NN')], ['VP', ('ligt', 'VBZ')], ['PP', ('aan', 'IN')], ['NP', ('die', 'PRP'), ('begrotingsstaat', 'NN')], ['PP', ('met', 'IN')], ['NP', ('terughoudendheid', 'NN')], ['PP', ('in', 'IN')], ['NP', ('uitvoering', 'NN')], ['VP', ('genomen', 'VBN')]]","{'verheffen': 'verheven', 'treden': 'getreden', 'lopen': 'lopend', 'liggen': 'ligt', 'nemen': 'genomen'}"
